#+++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++
# jac2dat - Convert .jac/.jca files to various data formats
# jac2dat v1.04 (2020-07-18)
# Perl v5.30.1
# Current time: 2020-07-18 17:45:34
#
# Jaewoong Jang
# jangj@korea.ac.kr
#+++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++

#---------------------------------------------------------------------
# Gamma-ray detector
#---------------------------------------------------------------------
# Detector ID:    det01
# Detector model: GEM (manufacturer: ORTEC, distributor: Seiko EG&G)
#---------------------------------------------------------------------
#---------------------------------------------------------------------
# Calibration functions
#---------------------------------------------------------------------
# Energy calibration date: 2018-04-19 14:19:21
# Energy (keV)   = 6.942824e-001 + 4.994878e-001*$ch + 6.919887e-008*$ch**2
# Peak FWHM (ch) = 2.076851e+000 + 8.814739e-003*sqrt($nrg) + 1.204853e-003*$nrg
#
# Efficiency calibration date: 2018-04-19 14:22:21
# Efficiency expression: fitted
# det_eff_knee: 180 keV
# det_eff_bef_knee (cnt/gam)  = exp(-3.824022e+001 + 1.427534e+001*ln($nrg) - 1.452642e+000*ln($nrg)**2)
# det_eff_from_knee (cnt/gam) = exp(1.470955e+000 - 1.018902e+000*ln($nrg) + 1.995309e-002*ln($nrg)**2)
#---------------------------------------------------------------------
#---------------------------------------------------------------------
# Time information
#---------------------------------------------------------------------
# Live time (duration): 1200 s
# Real time (duration): 1209 s
# Acquired time:        2019-01-17 11:15:30
#---------------------------------------------------------------------

#-----------------------------------------------------------------------------------------------------------------------------------------------
# Channel | Gamma energy | Peak FWHM | Peak efficiency | Count       | Count per second or "cps" | Gamma           | Gamma per second or "gps"
# (ch)    | (keV)        | (ch)      | (cnt gam^{-1})  | (cnt)       | (cnt sec^{-1})            | (gam)           | (gam sec^{-1})           
#-----------------------------------------------------------------------------------------------------------------------------------------------
270          135.5610330   2.3428127      0.0420563163     526619.35                   438.84946    12521765.96321                 10434.80497
271          136.0605582   2.3436035      0.0420573577      76800.84                    64.00070     1826097.60267                  1521.74800
272          136.5600836   2.3443939      0.0420567513     729210.73                   607.67561    17338731.78108                 14448.94315
273          137.0596091   2.3451840      0.0420545152     236728.58                   197.27382     5629088.30639                  4690.90692
274          137.5591348   2.3459737      0.0420506676     150514.41                   125.42867     3579358.39265                  2982.79866
275          138.0586606   2.3467631      0.0420452263     182237.86                   151.86488     4334329.38511                  3611.94115
276          138.5581865   2.3475522      0.0420382094     536862.22                   447.38518    12770815.60183                 10642.34633
277          139.0577126   2.3483409      0.0420296346     662276.94                   551.89745    15757380.40626                 13131.15034
278          139.5572388   2.3491293      0.0420195197     312310.58                   260.25882     7432511.89406                  6193.75991
279          140.0567651   2.3499174      0.0420078826    5133319.30                  4277.76608   122198953.81610                101832.46151
280          140.5562916   2.3507051      0.0419947408   23575604.46                 19646.33705   561394213.53500                467828.51128
281          141.0558182   2.3514925      0.0419801119   29161320.00                 24301.10000   694646075.77815                578871.72982
282          141.5553450   2.3522795      0.0419640135   22106231.43                 18421.85952   526790208.28042                438991.84023
283          142.0548719   2.3530663      0.0419464631    3831736.15                  3193.11346    91348253.69497                 76123.54475
284          142.5543989   2.3538527      0.0419274779      14419.60                    12.01633      343917.65804                   286.59805
285          143.0539261   2.3546388      0.0419070753      54420.58                    45.35048     1298601.24269                  1082.16770
286          143.5534534   2.3554245      0.0418852724      35165.58                    29.30465      839569.08941                   699.64091
287          144.0529808   2.3562100      0.0418620864      26603.24                    22.16937      635497.23102                   529.58103
288          144.5525084   2.3569951      0.0418375344      17056.16                    14.21347      407676.03213                   339.73003
289          145.0520362   2.3577799      0.0418116332       2500.11                     2.08343       59794.60286                    49.82884
290          145.5515640   2.3585644      0.0417843997      63165.79                    52.63816     1511707.49031                  1259.75624
291          146.0510920   2.3593486      0.0417558507      37257.45                    31.04787      892268.97199                   743.55748
292          146.5506202   2.3601325      0.0417260029      42990.65                    35.82554     1030308.36866                   858.59031
293          147.0501485   2.3609161      0.0416948729      26327.49                    21.93958      631432.31259                   526.19359
294          147.5496769   2.3616993      0.0416624771      63550.43                    52.95869     1525363.69607                  1271.13641
295          148.0492054   2.3624823      0.0416288319      28105.37                    23.42114      675141.93227                   562.61828
296          148.5487341   2.3632649      0.0415939536      33217.83                    27.68153      798621.60452                   665.51800
297          149.0482630   2.3640473      0.0415578585      42788.16                    35.65680     1029604.54439                   858.00379
298          149.5477919   2.3648293      0.0415205626      29551.67                    24.62639      711735.77906                   593.11315
299          150.0473210   2.3656111      0.0414820820      21518.17                    17.93181      518734.08888                   432.27841
300          150.5468503   2.3663925      0.0414424324      34188.71                    28.49059      824968.70941                   687.47392
301          151.0463797   2.3671736      0.0414016298      28833.44                    24.02787      696432.48677                   580.36041
302          151.5459092   2.3679545      0.0413596898       1184.25                     0.98687       28632.95171                    23.86079
303          152.0454389   2.3687350      0.0413166279      32409.65                    27.00804      784421.46941                   653.68456
304          152.5449687   2.3695153      0.0412724598      12737.06                    10.61422      308609.18078                   257.17432
305          153.0444986   2.3702953      0.0412272007      33663.65                    28.05304      816539.79562                   680.44983
306          153.5440287   2.3710750      0.0411808659      49545.03                    41.28753     1203108.02036                  1002.59002
307          154.0435589   2.3718543      0.0411334705      39440.94                    32.86745      958852.71737                   799.04393
308          154.5430893   2.3726335      0.0410850297       1194.74                     0.99562       29079.69173                    24.23308
309          155.0426198   2.3734123      0.0410355584      20953.82                    17.46152      510625.92531                   425.52160
310          155.5421504   2.3741908      0.0409850715      41206.40                    34.33867     1005400.22357                   837.83352
311          156.0416812   2.3749690      0.0409335835      20200.64                    16.83387      493497.96108                   411.24830
312          156.5412121   2.3757470      0.0408811092      60589.09                    50.49091     1482080.38257                  1235.06699
313          157.0407431   2.3765247      0.0408276631        273.57                     0.22797        6700.60393                     5.58384
314          157.5402743   2.3773021      0.0407732596      37138.97                    30.94914      910865.85630                   759.05488
315          158.0398057   2.3780792      0.0407179129      45566.45                    37.97204     1119076.26783                   932.56356
